,date,week,year,seasonNumber,home,away,homeScore,awayScore,homeCoach,awayCoach,homeRecord,awayRecord,roof,surface,vegas line,over/under,homeQB,homeHB,homeFB,homeFL,homeSE,homeTE,homeLT,homeLG,homeC,homeRG,homeRT,homeDE,homeNT,homeLOLB,homeLILB,homeRILB,homeROLB,homeLCB,homeRCB,homeSS,homeFS,awayOE,awayQB,awayRB,awayFB,awayWR,awayTE,awayLT,awayLG,awayC,awayRG,awayRT,awayLDE,awayDT,awayNT,awaySLB,awayMLB,awayWLB,awayLCB,awayRCB,awaySS,awayFS,away First Downs,home First Downs,away Rush-Yds-TDs,home Rush-Yds-TDs,away Cmp-Att-Yd-TD-INT,home Cmp-Att-Yd-TD-INT,away Sacked-Yards,home Sacked-Yards,away Net Pass Yards,home Net Pass Yards,away Total Yards,home Total Yards,away Fumbles-Lost,home Fumbles-Lost,away Turnovers,home Turnovers,away Penalties-Yards,home Penalties-Yards,away Third Down Conv.,home Third Down Conv.,away Fourth Down Conv.,home Fourth Down Conv.,away Time of Possession,home Time of Possession,awayLDT,awayLOLB,awayRDE,awayRDT,awayROLB,homeLDE,homeLDT,homeMLB,homeRB,homeRDE,homeRDT,homeWR,awayLLB,awayRLB,homeDT,homeOLB,homeILB,homeSLB,homeWLB,homeUT,awayBLB,awayUT,awayOLB,awayS,homeLLB,homeRLB,awayHB,homeMIKE,homeSAM,homeWILL,awayJLB,awayLILB,awayRILB,awayH-B,awayCB,awayILB,homeCB,homeDB,awayDE,homeLOT,homeROT,awayLB,homeH-B,homeOE,homeBLB,homeDL,homeS,homeJLB,awayFL,awaySE,awayLOT,awayROT,awaySAM,awayWILL,awayDB,awayTB,homeLB,homeNB,awayMIKE,homeXDB,awayDL
165,November 26,12,2006,87,Baltimore Ravens,Pittsburgh Steelers,27,0,Brian Billick,Bill Cowher,9-2,4-7,outdoors,sportturf,Baltimore Ravens -3.0,40.5 (under),Steve McNair,,,,,Todd Heap,Jonathan Ogden,Jason Brown,Mike Flynn,Chris Chester,Tony Pashos,,Kelly Gregg,Terrell Suggs,Bart Scott,Ray Lewis,Adalius Thomas,Chris McAlister,Samari Rolle,Dawan Landry,Ed Reed,,Ben Roethlisberger,,Dan Kreider,,Heath Miller,Marvel Smith,Alan Faneca,Jeff Hartings,Kendall Simmons,Max Starks,,,Casey Hampton,,,,Deshea Townsend,Bryant McFadden,Troy Polamalu,Ryan Clark,17,19,11-21-0,35-114-1,22-42-224-0-2,21-27-161-1-0,9-73,0-0,151,161,172,275,2-1,0-0,3,0,4-28,10-87,1-12,4-12,1-3,0-0,25:14,34:46,,Clark Haggans,,,Joey Porter,Trevor Pryce,,,Jamal Lewis,,,Derrick Mason,,,Haloti Ngata,,,,,,,,,,,,Willie Parker,,,,,James Farrior,Larry Foote,,,,,,Brett Keisel,,,,,,,,,,Hines Ward,Cedrick Wilson,,,,,,,,,,,
166,November 26,12,2006,87,New York Jets,Houston Texans,26,11,Eric Mangini,Gary Kubiak,6-5,3-8,outdoors,fieldturf,New York Jets -5.5,40.0 (under),Chad Pennington,,,,,Sean Ryan,D'Brickashaw Ferguson,Pete Kendall,Nick Mangold,Brandon Moore,Anthony Clement,,,,,,,Andre Dyson,Hank Poteat,,,,David Carr,Wali Lundy,Jameel Cook,Eric Moulds,Owen Daniels,Ephraim Salaam,Chester Pitts,Mike Flanagan,Fred Weary,Eric Winston,Anthony Weaver,,,Shantee Orr,DeMeco Ryans,Morlon Greenwood,Dunta Robinson,Demarcus Faggins,Glenn Earl,C.C. Brown,21,17,14-25-0,26-27-1,39-54-323-1-1,24-32-286-1-0,4-14,1-9,309,277,334,304,1-0,1-0,1,0,7-77,1-5,7-15,4-13,0-1,1-1,30:51,29:09,Thomas Johnson,,Mario Williams,Anthony Maddox,,Shaun Ellis,,Jonathan Vilma,Kevan Barlow,Bryan Thomas,,Laveranues Coles,,,Kimo von Oelhoffen,Eric Barton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Erik Coleman,,,,,,,,,,,,,,
167,November 26,12,2006,87,Washington Redskins,Carolina Panthers,17,13,Joe Gibbs,John Fox,4-7,6-5,outdoors,grass,Carolina Panthers -6.0,36.0 (under),Jason Campbell,,,,,Chris Cooley,Chris Samuels,Derrick Dockery,Casey Rabach,Randy Thomas,Jon Jansen,,,,,,,Shawn Springs,Carlos Rogers,Vernon Fox,Sean Taylor,,Jake Delhomme,DeAngelo Williams,Brad Hoover,Steve Smith,Michael Gaines,Jordan Gross,Mike Wahle,Geoff Hangartner,Evan Mathis,Jeremy Bridges,Julius Peppers,,,Thomas Davis,Chris Draft,Christian Morton,Chris Gamble,Richard Marshall,Shaun Williams,Mike Minter,15,14,25-101-0,37-143-0,23-38-168-1-2,11-23-118-2-1,1-5,1-8,163,110,264,253,0-0,3-0,2,1,4-40,6-40,6-16,4-15,0-1,0-0,30:46,29:14,Damione Lewis,,Mike Rucker,Kris Jenkins,,Phillip Daniels,Cornelius Griffin,Lemar Marshall,Ladell Betts,Andre Carter,Kedric Golston,Antwaan Randle El,,,,,,Marcus Washington,Warrick Holdman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,November 26,12,2006,87,Cleveland Browns,Cincinnati Bengals,0,30,Romeo Crennel,Marvin Lewis,3-8,6-5,outdoors,grass,Cincinnati Bengals -3.0,44.0 (under),Charlie Frye,,Terrelle Smith,,,Kellen Winslow,Kevin Shaffer,Joe Andruzzi,Hank Fraley,Cosey Coleman,Ryan Tucker,,Ted Washington,Willie McGinest,,,Kamerion Wimbley,Brodney Pool,Daven Holly,Sean Jones,Brian Russell,,Carson Palmer,,Jeremi Johnson,Chad Johnson,Reggie Kelly,,Eric Steinbach,Eric Ghiaciuc,Stacy Andrews,Willie Anderson,Bryan Robinson,,,Rashad Jeanty,Caleb Miller,Landon Johnson,Johnathan Joseph,Tory James,Dexter Jackson,Madieu Williams,24,9,37-88-1,14-51-0,27-34-300-3-1,18-29-186-0-4,1-0,4-34,300,152,388,203,0-0,2-1,1,5,8-75,9-93,7-14,4-12,1-1,0-2,37:50,22:10,Sam Adams,,Justin Smith,John Thornton,,Orpheus Roye,,Andra Davis,Jason Wright,Alvin McKinley,,Joe Jurevicius,,,,,,,D'Qwell Jackson,,,,,,,,Rudi Johnson,,,,,,,,,,,,,,,,,,,,,,,,Andrew Whitworth,,,,,,,,,,
169,November 26,12,2006,87,Minnesota Vikings,Arizona Cardinals,31,26,Brad Childress,Dennis Green,5-6,2-9,dome,fieldturf,Minnesota Vikings -6.0,39.0 (over),Brad Johnson,,Jeff Dugan,,,,Bryant McKinnie,Steve Hutchinson,Matt Birk,Jason Whittle,Mike Rosenthal,,Pat Williams,,,,,Antoine Winfield,Cedric Griffin,Darren Sharper,Dwight Smith,,Matt Leinart,Edgerrin James,,Bryant Johnson,,Leonard Davis,Milford Brown,Nick Leckey,Deuce Lutui,Reggie Wells,Antonio Smith,,Kendrick Clancy,Karlos Dansby,Gerald Hayes,Orlando Huff,Antrel Rolle,David Macklin,Adrian Wilson,Robert Griffith,22,30,6-17-0,33-157-1,31-51-405-1-2,27-41-271-3-0,1-10,2-16,395,255,412,412,5-3,1-1,5,1,8-64,8-63,2-9,7-15,2-3,2-2,23:28,36:32,,,,,,Darrion Scott,,Napoleon Harris,Chester Taylor,Kenechi Udeze,,Marcus Robinson,,,,,,,E.J. Henderson,Kevin Williams,,Darnell Dockett,,,,,,,,,,,,,,,,Fred Smoot,,,,,,,,,,,,,,,,,,,,,,,
170,November 26,12,2006,87,Atlanta Falcons,New Orleans Saints,13,31,Jim Mora,Sean Payton,5-6,7-4,dome,fieldturf,Atlanta Falcons -3.0,48.0 (under),Michael Vick,,Justin Griffith,,,Alge Crumpler,Wayne Gandy,Matt Lehr,Todd McClure,Tyson Clabo,Todd Weiner,,Grady Jackson,,,,,DeAngelo Hall,Allen Rossum,Lawyer Milloy,Chris Crocker,,Drew Brees,Deuce McAllister,Mike Karney,Devery Henderson,Mark Campbell,Jammal Brown,Jamar Nesbit,Jeff Faine,Jahri Evans,Jon Stinchcomb,Charles Grant,Brian Young,Hollis Thomas,Scott Fujita,Mark Simoneau,Scott Shanle,Mike McKenzie,Jason Craft,Omar Stoutmire,Josh Bullocks,20,21,25-95-2,45-281-1,21-30-349-2-0,9-24-84-0-0,2-17,3-32,332,52,427,333,0-0,1-0,0,0,5-35,7-65,6-13,4-15,0-0,2-2,25:41,34:19,,,Will Smith,,,Chauncey Davis,,Ed Hartwell,Warrick Dunn,John Abraham,,Michael Jenkins,,,,,,,Keith Brooking,Roderick Coleman,,,,,,,,,,,,,,,,,,,,,,,,,Michael Boley,,,,,,,,,,,,,,,,
171,November 26,12,2006,87,San Diego Chargers,Oakland Raiders,21,14,Marty Schottenheimer,Art Shell,9-2,2-9,outdoors,grass,San Diego Chargers -13.0,43.0 (under),Philip Rivers,,Lorenzo Neal,,,Brandon Manumaleuna,Marcus McNeill,Scott Mruczkowski,Nick Hardwick,Mike Goff,Shane Olivea,,,,,,,Quentin Jammer,Drayton Florence,Terrence Kiel,Bhawoh Jue,,Aaron Brooks,Justin Fargas,,Randy Moss,Randal Williams,Chad Slaughter,Corey Hulsey,Jake Grove,Kevin Boothe,Langston Walker,,Tommy Kelly,,,Kirk Morrison,,,,Michael Huff,Stuart Schweigert,15,15,26-84-1,25-110-2,17-30-187-1-2,15-32-152-1-1,5-26,1-2,161,150,245,260,1-0,0-0,2,1,8-56,5-49,5-15,2-11,1-2,1-2,32:25,27:35,,,,,,Jacques Cesaire,,,LaDainian Tomlinson,Igor Olshansky,,Vincent Jackson,,,Jamal Williams,Carlos Polk,Donnie Edwards,,,,,,Sam Williams,,,,,,,,,,,,Fabian Washington,,,,Derrick Burgess,,,,,,,,,,,,,,,,,,,,,,
172,November 26,12,2006,87,Tennessee Titans,New York Giants,24,21,Jeff Fisher,Tom Coughlin,4-7,6-5,outdoors,grass,New York Giants -3.5,45.0 (push),Vince Young,,Ahmard Hall,,,,Michael Roos,Jacob Bell,Kevin Mawae,Benji Olson,David Stewart,,,,,,,Reynaldo Hill,Adam Jones,Chris Hope,Lamont Thompson,,Eli Manning,Tiki Barber,Jim Finn,Tim Carter,Jeremy Shockey,Bob Whitfield,David Diehl,Shaun O'Hara,Chris Snee,Kareem McKenzie,William Joseph,Fred Robbins,Barry Cofield,Reggie Torbor,Antonio Pierce,Carlos Emmons,Frank Walker,R.W. McQuarters,Gibril Wilson,Will Demps,18,20,36-144-2,25-108-1,18-28-143-1-2,24-35-249-2-0,0-0,2-14,143,235,287,343,0-0,2-2,2,2,5-43,3-30,8-15,3-10,1-2,1-3,33:37,26:23,,,Mathias Kiwanuka,,,Kyle Vanden Bosch,Robaire Smith,Stephen Tulloch,Travis Henry,Sean Conover,Albert Haynesworth,Brandon Jones,,,,,,,,,,,,,Peter Sirmon,Keith Bulluck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,November 26,12,2006,87,New England Patriots,Chicago Bears,17,13,Bill Belichick,Lovie Smith,8-3,9-2,outdoors,fieldturf,New England Patriots -3.5,38.0 (under),Tom Brady,,,,,Ben Watson,Matt Light,Logan Mankins,Dan Koppen,Steve Neal,Nick Kaczur,,Vince Wilfork,,,,,Ellis Hobbs,Asante Samuel,James Sanders,Artrell Hawkins,,Rex Grossman,Thomas Jones,,Muhsin Muhammad,Desmond Clark,John Tait,Ruben Brown,Olin Kreutz,Roberto Garza,Fred Miller,Adewale Ogunleye,Tommie Harris,Tank Johnson,Hunter Hillenmeyer,Brian Urlacher,Lance Briggs,Charles Tillman,Nathan Vasher,Todd Johnson,Danieal Manning,21,20,36-153-1,34-85-1,15-34-176-0-3,22-33-267-1-2,1-5,0-0,171,267,324,352,1-1,4-3,4,5,5-31,4-81,7-16,7-16,1-1,0-0,31:02,28:58,,,Alex Brown,,,Ty Warren,,,Corey Dillon,Richard Seymour,,Reche Caldwell,,,,Mike Vrabel,Tedy Bruschi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,November 26,12,2006,87,Indianapolis Colts,Philadelphia Eagles,45,21,Tony Dungy,Andy Reid,10-1,5-6,dome,fieldturf,Indianapolis Colts -9.5,45.0 (over),Peyton Manning,,,,,Dallas Clark,Tarik Glenn,Ryan Lilja,Jeff Saturday,Jake Scott,Ryan Diem,,,,,,,Nick Harper,Jason David,Antoine Bethea,Marlin Jackson,,Jeff Garcia,Brian Westbrook,Thomas Tapeh,Reggie Brown,L.J. Smith,Tra Thomas,Todd Herremans,Jamaal Jackson,Shawn Andrews,Jon Runyan,Trent Cole,,,,Jeremiah Trotter,,Lito Sheppard,Sheldon Brown,Sean Considine,Brian Dawkins,20,27,25-149-1,41-237-4,23-29-161-2-1,14-20-183-1-1,2-10,0-0,151,183,300,420,3-2,0-0,3,1,3-15,4-30,5-10,7-10,1-1,0-0,29:42,30:18,Darren Howard,,Juqua Parker,Mike Patterson,,Robert Mathis,Anthony McFarland,Gary Brackett,Dominic Rhodes,Dwight Freeney,Raheem Brock,Reggie Wayne,,,,,,Rocky Boiman,Cato June,,,,,,,,,,,,,,,,Roderick Hood,,,,,,,,Ben Utecht,,,,,,,,,,,Matt McCoy,,,,,,,
175,November 27,12,2006,87,Seattle Seahawks,Green Bay Packers,34,24,Mike Holmgren,Mike McCarthy,7-4,4-7,outdoors,fieldturf,Seattle Seahawks -10.0,42.5 (over),Matt Hasselbeck,,,,,,Walter Jones,Floyd Womack,Chris Spencer,Chris Gray,Tom Ashworth,,,,,,,Kelly Herndon,Marcus Trufant,Jordan Babineaux,Ken Hamlin,,Brett Favre,Ahman Green,William Henderson,Donald Driver,Bubba Franks,Chad Clifton,Daryn Colledge,Scott Wells,Jason Spitz,Tony Moll,Aaron Kampman,,,,Abdul Hodge,A.J. Hawk,Charles Woodson,Al Harris,Marquand Manuel,Nick Collins,14,29,20-51-1,48-235-0,22-36-266-1-3,17-36-157-3-3,1-1,1-10,265,147,316,382,2-1,2-1,4,4,10-61,3-25,6-14,4-14,0-0,1-1,23:53,36:07,Corey Williams,,Kabeer Gbaja-Biamila,Ryan Pickett,,Bryce Fisher,Chartric Darby,Lofa Tatupu,Maurice Morris,Grant Wistrom,Rocky Bernard,D.J. Hackett,,,,LeRoy Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Patrick Dendy,,,,,,
176,November 30,13,2006,87,Cincinnati Bengals,Baltimore Ravens,13,7,Marvin Lewis,Brian Billick,7-5,9-3,outdoors,fieldturf,Cincinnati Bengals -2.5,43.5 (under),Carson Palmer,Rudi Johnson,Jeremi Johnson,,,Reggie Kelly,,Eric Steinbach,Eric Ghiaciuc,Stacy Andrews,Willie Anderson,,,,,,,Johnathan Joseph,Tory James,Dexter Jackson,Madieu Williams,,Steve McNair,Jamal Lewis,Ovie Mughelli,Derrick Mason,Todd Heap,Jonathan Ogden,Jason Brown,Mike Flynn,Chris Chester,Tony Pashos,,,Kelly Gregg,,,,Chris McAlister,Samari Rolle,Dawan Landry,Ed Reed,15,14,20-89-0,23-67-0,26-43-227-1-0,21-32-234-1-0,0-0,2-7,227,227,316,294,1-1,0-0,1,0,9-64,5-35,5-16,4-13,2-3,0-0,30:49,29:11,Trevor Pryce,Terrell Suggs,,Haloti Ngata,Adalius Thomas,Bryan Robinson,Sam Adams,Caleb Miller,,Justin Smith,Domata Peko,Chad Johnson,,,,,,Rashad Jeanty,Landon Johnson,,,,,,,,,,,,,Bart Scott,Ray Lewis,,,,,,,Andrew Whitworth,,,,,,,,,,,,,,,,,,,,,
177,December 3,13,2006,87,New England Patriots,Detroit Lions,28,21,Bill Belichick,Rod Marinelli,9-3,2-10,outdoors,fieldturf,New England Patriots -13.5,41.5 (over),Tom Brady,,,,,Ben Watson,Matt Light,Logan Mankins,Dan Koppen,Steve Neal,Nick Kaczur,,Vince Wilfork,,,,,Asante Samuel,Ellis Hobbs,James Sanders,Artrell Hawkins,,Jon Kitna,Kevin Jones,,Roy Williams,Dan Campbell,Jeff Backus,Ross Verba,Dominic Raiola,Blaine Saipaia,Barry Stokes,Jared DeVries,Cory Redding,Marcus Bell,Boss Bailey,Paris Lenon,Ernie Sims,Fernando Bryant,Dre' Bly,Kenoy Kennedy,Terrence Holt,22,23,22-77-0,24-79-3,22-38-314-1-3,27-38-305-0-1,5-30,2-21,284,284,361,363,3-2,3-2,5,3,7-70,10-72,5-12,4-9,0-0,1-1,30:43,29:17,,,Kalimba Edwards,,,Ty Warren,,,Corey Dillon,Richard Seymour,,Troy Brown,,,,Rosevelt Colvin,Mike Vrabel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,December 3,13,2006,87,Buffalo Bills,San Diego Chargers,21,24,Dick Jauron,Marty Schottenheimer,5-7,10-2,outdoors,astroplay,San Diego Chargers -5.5,42.5 (over),J.P. Losman,Willis McGahee,Daimon Shelton,,,Robert Royal,Jason Peters,Mike Gandy,Melvin Fowler,Duke Preston,Terrance Pennington,,,,,,,Terrence McGee,Nate Clements,Donte Whitner,Ko Simpson,,Philip Rivers,LaDainian Tomlinson,Lorenzo Neal,Keenan McCardell,Antonio Gates,Marcus McNeill,Kris Dielman,Nick Hardwick,Mike Goff,Shane Olivea,Jacques Cesaire,Jamal Williams,,,,,Quentin Jammer,Drayton Florence,Terrence Kiel,Bhawoh Jue,18,16,35-197-2,24-63-1,17-29-160-1-0,21-37-184-2-2,3-22,3-17,138,167,335,230,4-2,2-2,2,4,3-30,2-10,4-13,8-17,0-0,0-0,34:23,25:37,,Shaun Phillips,Igor Olshansky,,Shawne Merriman,Chris Kelsay,Larry Tripplett,London Fletcher,,Aaron Schobel,Kyle Williams,Lee Evans,,,,,,Takeo Spikes,Angelo Crowell,,,,,,,,,,,,,Randall Godfrey,Donnie Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,December 3,13,2006,87,St. Louis Rams,Arizona Cardinals,20,34,Scott Linehan,Dennis Green,5-7,3-9,dome,fieldturf,St. Louis Rams -6.5,47.0 (over),Marc Bulger,,Madison Hedgecock,,,Joe Klopfenstein,Todd Steussie,Mark Setterstrom,Richie Incognito,Adam Timmerman,Alex Barron,,Jimmy Kennedy,,,,,Tye Hill,Fakhir Brown,Corey Chavous,O.J. Atogwe,,Matt Leinart,Edgerrin James,,Fred Wakefield,Leonard Pope,Leonard Davis,Milford Brown,Nick Leckey,Deuce Lutui,Reggie Wells,Chike Okeafor,,Gabe Watson,Karlos Dansby,Gerald Hayes,Orlando Huff,Antrel Rolle,David Macklin,Adrian Wilson,Robert Griffith,24,26,37-137-3,23-107-0,15-24-186-1-0,27-45-314-2-3,1-7,4-27,179,287,316,394,0-0,1-0,0,3,11-107,10-126,7-13,5-13,0-1,1-2,31:41,28:19,,,Antonio Smith,,,Leonard Little,,,Steven Jackson,Brandon Green,,Torry Holt,,,,,,Ron Bartell,Pisa Tinoisamoa,La'Roi Glover,,Darnell Dockett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Will Witherspoon,,,,
180,December 3,13,2006,87,Green Bay Packers,New York Jets,10,38,Mike McCarthy,Eric Mangini,4-8,7-5,outdoors,grass,Pick,42.5 (over),Brett Favre,,,,,Donald Lee,Chad Clifton,Daryn Colledge,Scott Wells,Jason Spitz,Tony Moll,,,,,,,Charles Woodson,Al Harris,Marquand Manuel,Nick Collins,,Chad Pennington,Leon Washington,,Justin McCareins,,D'Brickashaw Ferguson,Pete Kendall,Nick Mangold,Brandon Moore,Anthony Clement,Shaun Ellis,Kimo von Oelhoffen,,,Jonathan Vilma,,Andre Dyson,Hank Poteat,Erik Coleman,Kerry Rhodes,27,23,31-178-3,23-149-0,25-35-263-2-2,24-47-214-1-2,0-0,2-12,263,202,441,351,1-0,1-1,2,3,3-20,4-29,6-10,4-13,0-1,2-5,31:27,28:33,,,Bryan Thomas,,,Aaron Kampman,Corey Williams,,Ahman Green,Kabeer Gbaja-Biamila,Ryan Pickett,Greg Jennings,,,,,,,,,,,Victor Hobson,,,,,Nick Barnett,,A.J. Hawk,,,,,,,Patrick Dendy,,,,,,,,,,,,,,,,,,,,,,,,
181,December 3,13,2006,87,Cleveland Browns,Kansas City Chiefs,31,28,Romeo Crennel,Herm Edwards,4-8,7-5,outdoors,grass,Kansas City Chiefs -5.0,35.5 (over),Charlie Frye,,Terrelle Smith,,,Kellen Winslow,Kevin Shaffer,Joe Andruzzi,Hank Fraley,Cosey Coleman,Kelly Butler,,Ted Washington,Willie McGinest,,,Kamerion Wimbley,Leigh Bodden,Brodney Pool,Sean Jones,Brian Russell,,Trent Green,Larry Johnson,Kris Wilson,Eddie Kennison,Tony Gonzalez,Jordan Black,Brian Waters,Casey Wiegmann,Will Shields,Kyle Turley,Tamba Hali,,,,Kawika Mitchell,,Ty Law,Patrick Surtain,Sammy Knight,Greg Wesley,24,26,32-124-0,29-150-1,24-32-297-4-1,23-34-293-3-1,2-4,1-5,293,288,417,438,1-1,1-1,2,2,3-29,3-15,9-13,7-11,1-1,1-1,32:41,34:54,Ron Edwards,Keyaron Fox,Jared Allen,Jimmy Wilkerson,Kendrell Bell,Simon Fraser,,Andra Davis,Reuben Droughns,Alvin McKinley,,Joe Jurevicius,,,,,,,D'Qwell Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,December 3,13,2006,87,Washington Redskins,Atlanta Falcons,14,24,Joe Gibbs,Jim Mora,4-8,6-6,outdoors,grass,Washington Redskins -1.5,38.5 (under),Jason Campbell,,,,,Chris Cooley,Chris Samuels,Derrick Dockery,Casey Rabach,Randy Thomas,Jon Jansen,,,,,,,Kenny Wright,Carlos Rogers,Vernon Fox,Sean Taylor,,Michael Vick,Warrick Dunn,,Michael Jenkins,Eric Beverly,Wayne Gandy,Matt Lehr,Todd McClure,Tyson Clabo,Todd Weiner,Chauncey Davis,,Grady Jackson,,Ed Hartwell,Keith Brooking,DeAngelo Hall,Allen Rossum,Lawyer Milloy,Chris Crocker,16,25,41-256-1,35-177-1,8-16-122-2-0,18-38-217-1-2,1-9,1-13,113,204,369,381,0-0,0-0,0,2,6-60,3-30,5-12,6-14,0-1,0-2,28:22,31:38,,,John Abraham,,,Phillip Daniels,Cornelius Griffin,Lemar Marshall,Ladell Betts,Andre Carter,Kedric Golston,Antwaan Randle El,,,,,,Marcus Washington,Warrick Holdman,,Michael Boley,Roderick Coleman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,December 3,13,2006,87,Tennessee Titans,Indianapolis Colts,20,17,Jeff Fisher,Tony Dungy,5-7,10-2,outdoors,grass,Indianapolis Colts -7.5,46.5 (under),Vince Young,,Ahmard Hall,,,Bo Scaife,Michael Roos,Jacob Bell,Kevin Mawae,Benji Olson,David Stewart,,,,,,,Reynaldo Hill,Adam Jones,Chris Hope,Lamont Thompson,,Peyton Manning,Dominic Rhodes,,Reggie Wayne,Ben Utecht,Tarik Glenn,Ryan Lilja,Jeff Saturday,Jake Scott,Charlie Johnson,Robert Mathis,,,Gilbert Gardner,Gary Brackett,Cato June,Nick Harper,Jason David,Marlin Jackson,Bob Sanders,20,21,29-100-1,35-219-0,21-28-351-1-2,15-25-163-2-2,0-0,0-0,351,163,451,382,0-0,2-0,2,2,8-59,5-34,7-12,8-13,0-0,0-0,30:55,29:05,Anthony McFarland,,Dwight Freeney,Raheem Brock,,Kyle Vanden Bosch,Robaire Smith,Peter Sirmon,Travis Henry,Travis LaBoy,Albert Haynesworth,Brandon Jones,,,,,,,,,,,,,David Thornton,Keith Bulluck,,,,,,,,Bryan Fletcher,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,December 3,13,2006,87,Chicago Bears,Minnesota Vikings,23,13,Lovie Smith,Brad Childress,10-2,5-7,outdoors,grass,Chicago Bears -9.0,34.5 (over),Rex Grossman,,Jason McKie,,,Desmond Clark,John Tait,Ruben Brown,Olin Kreutz,Roberto Garza,Fred Miller,,Tank Johnson,,,,,Charles Tillman,Nathan Vasher,Chris Harris,Danieal Manning,,Brad Johnson,Chester Taylor,,Travis Taylor,Jim Kleinsasser,Bryant McKinnie,Steve Hutchinson,Matt Birk,Jason Whittle,Mike Rosenthal,Darrion Scott,,Pat Williams,Ben Leber,Napoleon Harris,E.J. Henderson,Antoine Winfield,Cedric Griffin,Darren Sharper,Dwight Smith,21,6,33-190-1,25-83-1,21-39-178-0-4,6-19-34-0-3,5-22,1-10,156,24,346,107,2-1,2-2,5,5,12-69,9-65,4-17,2-11,1-1,1-1,39:21,20:39,,,Kenechi Udeze,,,Adewale Ogunleye,,Brian Urlacher,Thomas Jones,Alex Brown,,Muhsin Muhammad,,,Tommie Harris,,,Hunter Hillenmeyer,Lance Briggs,,,Kevin Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,December 3,13,2006,87,New Orleans Saints,San Francisco 49ers,34,10,Sean Payton,Mike Nolan,8-4,5-7,dome,fieldturf,New Orleans Saints -7.0,45.5 (under),Drew Brees,,,,,Mark Campbell,Jammal Brown,Jamar Nesbit,Jeff Faine,Jahri Evans,Jon Stinchcomb,,Hollis Thomas,,,,,Mike McKenzie,Fred Thomas,Omar Stoutmire,Josh Bullocks,,Alex Smith,Frank Gore,,Antonio Bryant,Delanie Walker,Jonas Jennings,Larry Allen,Eric Heitmann,Justin Smiley,Kwame Harris,Bryant Young,,,,Derek Smith,,,,Mark Roman,Keith Lewis,10,23,15-57-0,41-190-3,14-28-171-1-3,17-28-186-1-0,4-26,1-1,145,185,202,375,0-0,1-0,3,0,7-37,3-47,3-11,8-16,0-0,1-1,22:41,37:19,,,,,,Charles Grant,,Mark Simoneau,Deuce McAllister,Willie Whitehead,,Devery Henderson,Manny Lawson,Brandon Moore,Brian Young,,,Scott Fujita,Scott Shanle,,,,Hannibal Navies,,,,,,,,,,,,Walt Harris,,,,,,,,,,,,,,,,,,,,,,,,,,Ronald Fields
186,December 3,13,2006,87,Oakland Raiders,Houston Texans,14,23,Art Shell,Gary Kubiak,2-10,4-8,outdoors,grass,Oakland Raiders -3.5,35.5 (over),Aaron Brooks,,,,,Zack Crockett,Chad Slaughter,Corey Hulsey,Jake Grove,Kevin Boothe,Langston Walker,Tyler Brayton,,,,,,,,Michael Huff,Stuart Schweigert,,David Carr,Wali Lundy,,Andre Johnson,Jeb Putzier,Ephraim Salaam,Chester Pitts,Drew Hodgdon,Fred Weary,Eric Winston,Anthony Weaver,,,Shantee Orr,DeMeco Ryans,Morlon Greenwood,Dunta Robinson,Demarcus Faggins,Glenn Earl,C.C. Brown,10,21,32-129-1,26-113-1,7-14-32-0-0,25-42-238-0-2,5-37,5-49,-5,189,124,302,3-2,3-3,2,5,5-46,7-60,2-12,4-12,0-0,0-0,26:28,33:32,Lional Dalton,,Mario Williams,Anthony Maddox,,,,Kirk Morrison,Justin Fargas,,,Randy Moss,,,Tommy Kelly,Sam Williams,,,,,,,,,,,,,,,,,,,,,Fabian Washington,,,,,,,,,,,,,,,,,,,,,,,,
