,date,week,year,seasonNumber,home,away,homeScore,awayScore,homeCoach,awayCoach,homeRecord,awayRecord,roof,surface,vegas line,over/under,homeQB,homeRB,homeWR,homeTE,homeLT,homeLG,homeC,homeRG,homeRT,homeLDE,homeUT,homeNT,homeRDE,homeSLB,homeMLB,homeWLB,homeLCB,homeRCB,homeSS,homeFS,awayQB,awayRB,awayWR,awayTE,awayLT,awayLG,awayC,awayRG,awayRT,awayLDE,awayLDT,awayRDT,awayRDE,awaySLB,awayMLB,awayWLB,awayLCB,awayRCB,awaySS,awayFS,away First Downs,home First Downs,away Rush-Yds-TDs,home Rush-Yds-TDs,away Cmp-Att-Yd-TD-INT,home Cmp-Att-Yd-TD-INT,away Sacked-Yards,home Sacked-Yards,away Net Pass Yards,home Net Pass Yards,away Total Yards,home Total Yards,away Fumbles-Lost,home Fumbles-Lost,away Turnovers,home Turnovers,away Penalties-Yards,home Penalties-Yards,away Third Down Conv.,home Third Down Conv.,away Fourth Down Conv.,home Fourth Down Conv.,away Time of Possession,home Time of Possession,awayDB,awayDE,awayLLB,awayRLB,homeFB,homeFL,homeLDT,homeLLB,homeRDT,homeRLB,awayDT,awayFB,awayLB,awayS,homeDE,homeHB,homeLC,homeLILB,homeLOLB,homeRC,homeRILB,homeROLB,homeSE,awayCB,homeDB,awayNT,homeCB,homeOLB,awayWILB,awayILB,awayOLB,homeDT,homeILB,awayLILB,awayLOLB,awayRILB,awayROLB,awayG,awayT,homeSILB,homeSOLB,homeWILB,homeWOLB,homeG,homeT,awayHB,homeLB,homeLS,homeRS,awayDL,awayLC,awayRC,awayD,awaySILB,awaySOLB,homeXR,homeZR,awayUT,homeDL,awaySAM,awayWILL,awayLS,awayRS,homeM,awayWOLB,homeS,awayB,awayZ,awayWIL,homeSAM,homeWIL,homeOT,awayFL,awaySE,homeNG,awayOT,homeOL,homeWILL,awayOG,awayOL
77,October 8,6,2000,81,Philadelphia Eagles,Washington Redskins,14,17,Andy Reid,Norv Turner,3-3,4-2,outdoors,astroturf,Washington Redskins -3.5,37.5 (under),Donovan McNabb,Brian Mitchell,Charles Johnson,Chad Lewis,Tra Thomas,John Welbourn,Bubba Miller,Jermane Mayberry,Jon Runyan,Brandon Whiting,,,Hugh Douglas,Carlos Emmons,Jeremiah Trotter,Barry Gardner,Troy Vincent,Bobby Taylor,Tim Hauck,Damon Moore,Brad Johnson,Stephen Davis,James Thrash,James Jenkins,Chris Samuels,Keith Sims,Mark Fischer,Jay Leeuwenburg,Jon Jansen,Marco Coleman,Dan Wilkinson,Dana Stubblefield,Bruce Smith,LaVar Arrington,Derek Smith,Shawn Barber,Champ Bailey,Deion Sanders,Sam Shade,Mark Carrier,23,16,31-141-2,18-75-0,25-36-289-0-1,18-35-207-2-2,3-23,2-8,266,199,407,274,1-1,3-2,2,4,12-80,5-48,4-12,3-10,0-0,0-0,36:27,23:33,,,,,,,Corey Simon,,Hollis Thomas,,,Mike Sellers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,October 8,6,2000,81,Chicago Bears,New Orleans Saints,10,31,Dick Jauron,Jim Haslett,1-5,2-3,outdoors,grass,Chicago Bears -5.5,40.0 (over),Cade McNown,James Allen,Eddie Kennison,Kaseem Sinceno,Blake Brockermeyer,Todd Perry,Casey Wiegmann,Chris Villarrial,James Williams,Bryan Robinson,,,Phillip Daniels,,Brian Urlacher,Warrick Holdman,Walt Harris,Thomas Smith,Tony Parrish,Mike Brown,Jeff Blake,Ricky Williams,Jake Reed,Andrew Glover,Willie Roaf,Wally Williams,Jerry Fontenot,Chris Naeole,Kyle Turley,Darren Howard,Norman Hand,La'Roi Glover,Joe Johnson,,Phil Clarke,,Kevin Mathis,Fred Weary,Sammy Knight,Darren Perry,24,13,49-186-1,15-72-0,18-25-232-3-1,18-37-202-0-3,2-15,5-29,217,173,403,245,0-0,0-0,1,3,10-149,5-45,5-15,2-13,2-2,0-2,38:28,21:32,,,Keith Mitchell,Mark Fields,,,Jim Flanigan,,Mike Wells,,,Terrelle Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sean Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,October 8,6,2000,81,San Francisco 49ers,Oakland Raiders,28,34,Steve Mariucci,Jon Gruden,2-4,4-1,outdoors,grass,Oakland Raiders -4.5,48.5 (over),Jeff Garcia,Charlie Garner,Jerry Rice,Greg Clark,Derrick Deese,Ray Brown,Jeremy Newberry,Dave Fiore,Scott Gragg,Anthony Pleasant,,,John Engelberger,,,,Ahmed Plummer,Monty Montgomery,John Keith,Lance Schulters,Rich Gannon,Napoleon Kaufman,James Jett,Rickey Dudley,Matt Stinchcomb,Steve Wisniewski,Barret Robbins,Mo Collins,Lincoln Kennedy,,,,,,,,,,Marquez Pope,Anthony Dorsett,31,28,33-164-2,34-136-0,21-43-310-2-1,28-41-336-4-0,1-3,0-0,307,336,471,472,1-1,2-2,2,2,10-74,13-124,6-14,9-15,0-0,0-1,35:30,34:45,,Lance Johnstone,,,Fred Beasley,,Bryant Young,,Brentson Buckner,,Darrell Russell,Zack Crockett,,,,,,Ken Norton Jr.,Julian Peterson,,Winfred Tubbs,,,Charles Woodson,,,,,,Greg Biekert,Elijah Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,October 8,6,2000,81,Atlanta Falcons,New York Giants,6,13,Dan Reeves,Jim Fassel,2-4,4-2,dome,astroturf,Atlanta Falcons -1.0,42.0 (under),Chris Chandler,Jamal Anderson,Tim Dwight,Reggie Kelly,Bob Whitfield,Chris Banks,Calvin Collins,Travis Claridge,Michael Thompson,Patrick Kerney,,,Brady Smith,Henri Crockett,Jessie Tuggle,Chris Draft,Ray Buchanan,Ashley Ambrose,Marty Carter,,Kerry Collins,Ron Dayne,Ike Hilliard,Howard Cross,Lomas Brown,Glenn Parker,Dusty Zeigler,Ron Stone,Luke Petitgout,Michael Strahan,Christian Peter,Keith Hamilton,Cedric Jones,Jessie Armstead,Pete Monty,,Dave Thomas,Jason Sehorn,Sam Garnes,Shaun Williams,14,17,33-104-1,14-13-0,14-25-151-0-2,23-47-255-0-2,0-0,4-30,151,225,255,238,0-0,1-1,2,3,8-71,2-13,1-12,5-14,0-0,0-1,29:45,30:15,,,,,Bob Christian,,Travis Hall,,Ed Jasper,,,Greg Comella,,,,,,,,,,,,,,,,,,,Ryan Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ronnie Bradford,,,,,,,,,,,,,,
81,October 8,6,2000,81,Carolina Panthers,Seattle Seahawks,26,3,George Seifert,Mike Holmgren,2-3,2-4,outdoors,grass,Carolina Panthers -3.5,43.0 (under),Steve Beuerlein,Tim Biakabutuka,Muhsin Muhammad,Wesley Walls,Clarence Jones,Matt Campbell,Frank Garcia,Jamar Nesbit,Chris Terry,Reggie White,,,Jay Williams,Dean Wells,Lester Towns,Lee Woodall,Eric Davis,Doug Evans,Mike Minter,Eugene Robinson,Brock Huard,Ricky Watters,Sean Dawkins,Christian Fauria,Walter Jones,Pete Kendall,Chris Gray,Floyd Wedderburn,Todd Weiner,Michael Sinclair,Riddick Parker,Cortez Kennedy,Lamar King,,George Koonce,,Shawn Springs,Willie Williams,Reggie Tongue,Jay Bellamy,10,26,11-63-0,33-125-0,19-34-172-0-0,27-39-332-2-1,3-26,2-10,146,322,209,447,1-0,1-0,0,1,12-80,5-30,0-11,4-11,1-3,0-0,20:20,39:40,,,,,William Floyd,,Tim Morabito,,Sean Gilbert,,,Mack Strong,,,,,,,,,,,,,,,,,,,Chad Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,October 8,6,2000,81,San Diego Chargers,Denver Broncos,7,21,Mike Riley,Mike Shanahan,0-6,3-3,outdoors,grass,Denver Broncos -6.5,43.0 (under),Jim Harbaugh,Jermaine Fazande,Jeff Graham,Freddie Jones,Ben Coleman,Raleigh Roundtree,Roman Fortin,Kevin Gogan,Vaughn Parker,Albert Fontenot,,,Darren Mickell,,Orlando Ruff,,Tony Darden,DeRon Jenkins,Rodney Harrison,Mike Dumas,Brian Griese,Mike Anderson,Rod Smith,Dwayne Carswell,Tony Jones,Mark Schlereth,Tom Nalen,Dan Neil,Matt Lepsis,Maa Tanuvasa,Keith Traylor,Trevor Pryce,,Bill Romanowski,Al Wilson,John Mobley,Ray Crockett,Terrell Buckley,Billy Jenkins,Eric Brown,18,17,30-96-0,20-65-0,27-40-235-3-0,18-43-237-1-3,2-27,4-25,208,212,304,277,0-0,1-0,0,3,9-113,6-57,7-18,3-15,1-2,1-2,34:26,25:34,,Kavika Pittman,,,Fred McCrary,,Jamal Williams,,John Parrella,,,Howard Griffith,,,,,,,,,,,,,,,,Gerald Dixon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,October 8,6,2000,81,Arizona Cardinals,Cleveland Browns,29,21,Dave McGinnis,Chris Palmer,2-3,2-4,outdoors,grass,Arizona Cardinals -4.5,40.5 (over),Jake Plummer,Michael Pittman,Frank Sanders,Terry Hardy,L.J. Shelton,Matt Joyce,Mike Gruttadauria,Lester Holmes,Anthony Clement,Brad Ottis,,,Simeon Rice,,Ronald McKinnon,,Aeneas Williams,Tom Knight,Pat Tillman,Kwamie Lassiter,Tim Couch,Travis Prentice,Kevin Johnson,Aaron Shea,Roman Oben,Jim Bundren,Dave Wohlabaugh,Everett Lindsay,Steve Zahursky,Courtney Brown,Orpheus Roye,Stalin Colinet,Keith McKenzie,,Wali Rainer,Jamir Miller,Corey Fuller,Daylon McCutcheon,Marquis Smith,Percy Ellsworth,12,20,31-104-3,31-146-1,16-22-138-0-0,17-30-171-2-0,1-2,1-2,136,169,240,315,0-0,3-2,0,2,8-86,3-20,5-14,2-10,0-1,1-2,28:57,31:03,,,Rahim Abdullah,,Joel Makovicka,,Tony McCoy,,Mark Smith,Rob Fredrickson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,October 8,6,2000,81,Jacksonville Jaguars,Baltimore Ravens,10,15,Tom Coughlin,Brian Billick,2-4,5-1,outdoors,grass,Jacksonville Jaguars -2.5,37.5 (under),Mark Brunell,Fred Taylor,Keenan McCardell,Kyle Brady,Tony Boselli,Brad Meester,Jeff Smith,Brendan Stai,Zach Wiegert,Renaldo Wynn,,,Tony Brackens,,T.J. Slaughter,Kevin Hardy,Fernando Bryant,Aaron Beasley,Donovin Darius,Mike Logan,Tony Banks,,Patrick Johnson,,Spencer Folau,Edwin Mulitalo,Jeff Mitchell,Mike Flynn,Harry Swayne,Rob Burnett,Sam Adams,Tony Siragusa,Michael McCrary,,Ray Lewis,,,Chris McAlister,Kim Herring,Rod Woodson,10,22,25-56-0,27-95-1,17-39-154-0-0,29-43-260-0-3,2-16,3-7,138,253,194,348,1-1,8-3,1,6,5-25,6-34,3-17,8-15,0-0,0-0,28:12,31:48,,,Peter Boulware,Jamie Sharper,Daimon Shelton,,Seth Payne,,Larry Smith,,,Obafemi Ayanbadejo,,,,,,,,,,,,James Trapp,Craig Miller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,October 9,6,2000,81,Minnesota Vikings,Tampa Bay Buccaneers,30,23,Dennis Green,Tony Dungy,5-0,3-3,dome,astroturf,Minnesota Vikings -1.0,39.0 (over),Daunte Culpepper,Robert Smith,Randy Moss,,Todd Steussie,Corbin Lacina,Matt Birk,David Dixon,Korey Stringer,John Randle,Tony Williams,Chris Hovan,Talance Sawyer,Dwayne Rudd,Kailee Wong,Ed McDaniel,Cris Dishman,Robert Tate,Robert Griffith,Orlando Thomas,Shaun King,Warrick Dunn,Keyshawn Johnson,Dave Moore,Pete Pierson,Randall McDaniel,Jeff Christy,Frank Middleton,Jerry Wunsch,Chidi Ahanotu,,,Marcus Jones,Shelton Quarles,,Derrick Brooks,Donnie Abraham,Ronde Barber,John Lynch,Damien Robinson,22,17,20-63-1,30-115-1,26-41-295-0-0,15-19-231-2-1,2-12,6-24,283,207,346,322,3-3,3-1,3,2,7-58,4-44,7-13,2-10,0-2,2-2,29:37,30:23,,,,,Jim Kleinsasser,,,,,,Warren Sapp,Mike Alstott,,,,,,,,,,,,Brian Kelly,,Anthony McFarland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,October 15,7,2000,81,Kansas City Chiefs,Oakland Raiders,17,20,Gunther Cunningham,Jon Gruden,3-3,5-1,outdoors,grass,Kansas City Chiefs -3.0,43.5 (under),Elvis Grbac,Mike Cloud,Sylvester Morris,Tony Gonzalez,John Tait,Jeff Blackshear,Tim Grunhard,Will Shields,Victor Riley,Eric Hicks,,,John Browning,,Marvcus Patton,,Pat Dennis,James Hasty,Greg Wesley,Jerome Woods,Rich Gannon,Tyrone Wheatley,James Jett,Rickey Dudley,Matt Stinchcomb,Steve Wisniewski,Barret Robbins,Mo Collins,Lincoln Kennedy,,,,,,,,,,Marquez Pope,Anthony Dorsett,23,20,33-161-0,19-58-0,28-33-244-2-0,23-40-288-2-0,2-14,1-0,230,288,391,346,1-1,1-1,1,1,8-69,6-40,5-12,5-13,1-1,0-1,34:01,25:59,,Lance Johnstone,,,Tony Richardson,,Chester McGlockton,Lewis Bush,Dan Williams,Donnie Edwards,Grady Jackson,Jon Ritchie,,,,,,,,,,,,Charles Woodson,,,,,,Greg Biekert,William Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,October 15,7,2000,81,Buffalo Bills,San Diego Chargers,27,24,Wade Phillips,Mike Riley,3-3,0-7,outdoors,astroturf,Buffalo Bills -10.0,36.5 (over),Rob Johnson,Jonathan Linton,Eric Moulds,Bobby Collins,John Fina,Ruben Brown,Jerry Ostroski,Jamie Nails,Marcus Spriggs,Phil Hansen,,,Marcellus Wiley,,,,Antoine Winfield,Ken Irvin,Henry Jones,Keion Carpenter,Jim Harbaugh,Jermaine Fazande,Jeff Graham,Kendyl Jacox,Ben Coleman,Raleigh Roundtree,Roman Fortin,Kevin Gogan,Vaughn Parker,Albert Fontenot,Jamal Williams,John Parrella,Darren Mickell,,Orlando Ruff,,Tony Darden,DeRon Jenkins,Rodney Harrison,Mike Dumas,15,25,27-52-1,28-95-1,21-34-287-2-2,31-50-351-1-1,4-36,4-22,251,329,303,424,4-2,3-1,4,2,12-88,10-103,5-14,5-19,0-0,1-1,32:54,35:32,,,,,Sammy Morris,,,,,,,,,,,,,,,,,,,,,,,,,,Gerald Dixon,Ted Washington,,,,,,,,John Holecek,Keith Newman,Sam Cowart,Sam Rogers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,October 15,7,2000,81,Pittsburgh Steelers,Cincinnati Bengals,15,0,Bill Cowher,Dick LeBeau,3-3,0-6,outdoors,astroturf,Pittsburgh Steelers -8.5,37.0 (under),Kent Graham,Jerome Bettis,Hines Ward,Mark Bruener,Wayne Gandy,Alan Faneca,Dermontti Dawson,Rich Tylski,Larry Tharpe,Aaron Smith,,Kimo von Oelhoffen,Kevin Henry,,,,Chad Scott,Dewayne Washington,Lee Flowers,Brent Alexander,Akili Smith,,Craig Yeast,Tony McGee,Rod Jones,Matt O'Dwyer,Brock Gutierrez,Mike Goff,Willie Anderson,Michael Bankston,Oliver Gibson,Glen Steele,John Copeland,,Adrian Ross,,Tom Carter,Rodney Heath,Cory Hall,Darryl Williams,12,13,26-120-0,32-103-0,14-36-136-0-2,13-33-173-1-0,4-24,1-2,112,171,232,274,1-1,0-0,3,0,6-46,8-65,3-17,4-17,1-2,0-0,28:39,31:21,,,Steve Foley,Takeo Spikes,Jon Witman,,,,,,,Clif Groce,,,,,,Levon Kirkland,Jason Gildon,,Earl Holmes,Joey Porter,,,,,,,,,,,,,,,,,,,,,,,,Corey Dillon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,October 15,7,2000,81,Washington Redskins,Baltimore Ravens,10,3,Norv Turner,Brian Billick,5-2,5-2,outdoors,grass,Washington Redskins -3.5,34.5 (under),Brad Johnson,Stephen Davis,Albert Connell,James Jenkins,,Keith Sims,Mark Fischer,Jay Leeuwenburg,Jon Jansen,Marco Coleman,,,Bruce Smith,LaVar Arrington,Derek Smith,Shawn Barber,Champ Bailey,,Sam Shade,Matt Stevens,Tony Banks,Jamal Lewis,Qadry Ismail,Shannon Sharpe,Jonathan Ogden,Edwin Mulitalo,Mike Flynn,Kipp Vickers,Harry Swayne,Rob Burnett,Sam Adams,Tony Siragusa,Michael McCrary,,Ray Lewis,,Duane Starks,Chris McAlister,Kim Herring,Rod Woodson,15,15,25-91-0,29-101-1,16-27-135-0-1,18-27-158-0-1,3-27,1-13,108,145,199,246,0-0,1-1,1,2,7-41,6-51,5-13,8-14,0-0,0-0,31:04,28:56,,,Peter Boulware,Jamie Sharper,,,Dan Wilkinson,,Dana Stubblefield,,,Obafemi Ayanbadejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,October 15,7,2000,81,St. Louis Rams,Atlanta Falcons,45,29,Mike Martz,Dan Reeves,6-0,2-5,dome,astroturf,St. Louis Rams -18.0,58.5 (over),Kurt Warner,Marshall Faulk,Az-Zahir Hakim,,Orlando Pace,Tom Nutten,Andy McCollum,Adam Timmerman,Ryan Tucker,,,,Grant Wistrom,,London Fletcher,,Todd Lyght,Dexter McCleon,Devin Bush Sr.,Keith Lyle,Chris Chandler,Jamal Anderson,Shawn Jefferson,Reggie Kelly,Bob Whitfield,Chris Banks,Calvin Collins,Travis Claridge,Ephraim Salaam,Patrick Kerney,Travis Hall,Ed Jasper,Brady Smith,,,,Ray Buchanan,Ashley Ambrose,Marty Carter,Ronnie Bradford,21,29,16-61-1,31-227-2,18-30-220-2-1,24-40-313-3-1,3-22,3-11,198,302,259,529,0-0,0-0,1,1,8-40,11-96,2-8,7-14,1-1,2-3,25:16,34:44,,,,,,,,Mike Jones,,,,Bob Christian,Mark Simoneau,Gerald McBurrows,Kevin Carter,,,,,,,,,Elijah Williams,,,,,,,,Jeff Zgonina,,,,,,,,,,,,,,,Lorenzo Styles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,October 15,7,2000,81,New York Giants,Dallas Cowboys,19,14,Jim Fassel,Dave Campo,5-2,2-4,outdoors,grass,New York Giants -4.0,40.5 (under),Kerry Collins,Ron Dayne,Ike Hilliard,Howard Cross,Lomas Brown,Glenn Parker,Dusty Zeigler,Ron Stone,Luke Petitgout,Michael Strahan,,,Cedric Jones,Jessie Armstead,Micheal Barrow,,,,Sam Garnes,Shaun Williams,Troy Aikman,Emmitt Smith,Rocket Ismail,Jackie Harris,Flozell Adams,Larry Allen,Mark Stepnoski,Solomon Page,Erik Williams,Alonzo Spellman,Leon Lett,Chad Hennings,Greg Ellis,Darren Hambrick,Dat Nguyen,Dexter Coakley,Phillippi Sparks,Ryan McNeil,Darren Woodson,George Teague,23,17,27-76-1,33-203-1,22-42-211-1-5,14-25-119-1-0,2-18,2-11,193,108,269,311,0-0,0-0,5,0,9-81,9-72,5-13,3-13,0-1,1-1,30:42,29:18,,,,,Greg Comella,,Christian Peter,,Keith Hamilton,,,Robert Thomas,,,,,,,,,,,,,,,Jason Sehorn,Ryan Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,October 15,7,2000,81,New Orleans Saints,Carolina Panthers,24,6,Jim Haslett,George Seifert,3-3,2-4,dome,astroturf,Pick,40.5 (under),Jeff Blake,Ricky Williams,Jake Reed,Lamont Hall,Willie Roaf,Wally Williams,Jerry Fontenot,Chris Naeole,Kyle Turley,Darren Howard,,,Joe Johnson,,Darrin Smith,,Kevin Mathis,Fred Weary,Sammy Knight,Darren Perry,Steve Beuerlein,Tim Biakabutuka,Muhsin Muhammad,Wesley Walls,Clarence Jones,Matt Campbell,Frank Garcia,Jamar Nesbit,Chris Terry,Reggie White,Tim Morabito,Sean Gilbert,Jay Williams,Dean Wells,Lester Towns,Lee Woodall,Eric Davis,Doug Evans,Mike Minter,Eugene Robinson,8,21,12-10-0,47-215-2,15-31-172-0-1,12-24-195-1-0,8-41,1-13,131,182,141,397,1-1,4-3,2,3,7-45,8-59,3-14,8-16,0-1,1-1,24:02,35:58,,,,,,,Norman Hand,,La'Roi Glover,,,William Floyd,,,,,,,Keith Mitchell,,,Mark Fields,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,October 15,7,2000,81,Seattle Seahawks,Indianapolis Colts,24,37,Mike Holmgren,Jim Mora,2-5,4-2,outdoors,fieldturf,Indianapolis Colts -5.5,44.0 (over),Brock Huard,Ricky Watters,Sean Dawkins,Christian Fauria,Walter Jones,Pete Kendall,Chris Gray,Floyd Wedderburn,Chris McIntosh,Michael Sinclair,,,Lamar King,,George Koonce,,Shawn Springs,Willie Williams,Kerry Joseph,Jay Bellamy,Peyton Manning,Edgerrin James,Marvin Harrison,Ken Dilger,Tarik Glenn,Steve McKinney,Jeff Saturday,Larry Moore,Adam Meadows,Bernard Holsey,Josh Williams,Ellis Johnson,Chad Bratzke,,Dwight Hollier,,Jeff Burris,David Macklin,Chad Cota,Jason Belser,28,21,39-219-3,16-65-0,20-30-281-1-0,24-32-283-3-1,1-1,6-31,280,252,499,317,1-1,2-2,1,3,3-25,5-39,6-11,5-9,1-1,0-0,36:09,23:51,,,Cornelius Bennett,Mike Peterson,Mack Strong,,Riddick Parker,,Cortez Kennedy,,,,,,,,,,,,,,,,,,,Anthony Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,October 15,7,2000,81,New England Patriots,New York Jets,17,34,Bill Belichick,Al Groh,2-5,5-1,outdoors,grass,New England Patriots -3.0,37.0 (over),Drew Bledsoe,Kevin Faulk,Tony Simmons,Rod Rutledge,Bruce Armstrong,Joe Andruzzi,Damien Woody,Sale Isaia,Grant Williams,,,Henry Thomas,,Chris Slade,Ted Johnson,Tedy Bruschi,Ty Law,Otis Smith,Lawyer Milloy,Larry Whigham,Vinny Testaverde,Curtis Martin,Dedric Ward,Anthony Becht,Jason Fabini,Kerry Jenkins,Kevin Mawae,Randy Thomas,Ryan Young,Rick Lyle,,,Shane Burton,,,,Aaron Glenn,Marcus Coleman,,,20,16,43-164-3,14-51-2,15-23-139-0-0,18-41-244-0-4,3-9,7-46,130,198,294,249,1-1,2-2,1,6,5-68,4-30,5-15,3-13,2-2,1-2,37:54,22:06,,,,,,,,,,,,,,,Willie McGinest,,,,,,,,,,,Jason Ferguson,,,,,,,,Bryan Cox,Mo Lewis,Marvin Jones,Roman Phifer,,,,,,,,,,,,,,,,,,,,,,Greg Spires,,,Victor Green,Kevin Williams,,,,,,,,,,,,,,,,,
95,October 15,7,2000,81,Denver Broncos,Cleveland Browns,44,10,Mike Shanahan,Chris Palmer,4-3,2-5,outdoors,grass,Denver Broncos -12.5,44.0 (over),Brian Griese,Mike Anderson,Rod Smith,Desmond Clark,Tony Jones,Mark Schlereth,Tom Nalen,Dan Neil,Matt Lepsis,Maa Tanuvasa,,,Kavika Pittman,Bill Romanowski,,John Mobley,Ray Crockett,Terrell Buckley,Billy Jenkins,Eric Brown,Tim Couch,Travis Prentice,Kevin Johnson,Aaron Shea,Roman Oben,Jim Bundren,Dave Wohlabaugh,Everett Lindsay,Steve Zahursky,Courtney Brown,Orpheus Roye,Stalin Colinet,Keith McKenzie,Wali Rainer,,Jamir Miller,Lewis Sanders,Daylon McCutcheon,Marquis Smith,Percy Ellsworth,12,24,9-38-0,31-146-1,26-45-287-1-3,22-40-353-3-0,5-47,0-0,240,353,278,499,0-0,3-0,3,0,9-116,2-14,4-16,6-14,0-0,1-1,28:09,31:51,,,,,,,Keith Traylor,,Trevor Pryce,,,,,,,,,,,,,,,,,,Jimmy Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,October 15,7,2000,81,Arizona Cardinals,Philadelphia Eagles,14,33,Dave McGinnis,Andy Reid,2-4,4-3,outdoors,grass,Philadelphia Eagles -2.5,39.0 (over),Jake Plummer,Michael Pittman,Frank Sanders,Terry Hardy,L.J. Shelton,Matt Joyce,Mike Gruttadauria,Lester Holmes,Anthony Clement,Brad Ottis,,,Simeon Rice,,Ronald McKinnon,,Aeneas Williams,Tom Knight,Pat Tillman,Kwamie Lassiter,Donovan McNabb,Darnell Autry,Charles Johnson,Jeff Thomason,Tra Thomas,John Welbourn,Bubba Miller,Jermane Mayberry,Jon Runyan,Brandon Whiting,Corey Simon,Hollis Thomas,Hugh Douglas,,Jeremiah Trotter,,Troy Vincent,Bobby Taylor,Damon Moore,Brian Dawkins,28,17,38-172-3,14-98-0,24-35-226-1-0,18-30-213-2-2,3-7,1-6,219,207,391,305,0-0,1-1,0,3,10-95,9-65,10-18,2-7,2-2,1-2,39:34,20:26,,,Barry Gardner,Carlos Emmons,Joel Makovicka,,Tony McCoy,,Mark Smith,Rob Fredrickson,,,,,,,,,,,,,,,,,,Raynoch Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,October 15,7,2000,81,Green Bay Packers,San Francisco 49ers,31,28,Mike Sherman,Steve Mariucci,3-4,2-5,outdoors,grass,Green Bay Packers -4.5,49.5 (over),Brett Favre,Dorsey Levens,Bill Schroeder,Tyrone Davis,Chad Clifton,Ross Verba,Frank Winters,Marco Rivera,Mark Tauscher,Cletidus Hunt,,Russell Maryland,John Thierry,Na'il Diggs,Bernardo Harris,Brian Williams,Tod McBride,Tyrone Williams,LeRoy Butler,Darren Sharper,Jeff Garcia,Charlie Garner,Terrell Owens,Justin Swift,Derrick Deese,Ray Brown,Jeremy Newberry,Dave Fiore,Scott Gragg,Anthony Pleasant,Bryant Young,Brentson Buckner,John Engelberger,,,,,,Lance Schulters,Pierson Prioleau,23,22,19-95-0,31-132-3,27-42-336-4-0,20-27-266-1-0,2-17,2-20,319,246,414,378,1-0,0-0,0,0,4-53,9-65,7-12,5-11,0-0,0-0,27:36,32:24,,,,,,,,,,,,Fred Beasley,,,,,,,,,,,,,,,,,,,,Santana Dotson,,Ken Norton Jr.,Jeff Posey,Winfred Tubbs,,,,,,,,,,,,,,,Ahmed Plummer,Monty Montgomery,,,,,,,,,,,,,,,,,,,,,,,,,,,,
